answer,label
"Я готов остаться, если будет возможность развиваться дальше", 1
"Я рассматриваю варианты остаться, если появится интересное предложение", 1
"Если предложат что-то подходящее, я с радостью останусь", 1
"Я готов обсудить возможности остаться, если они будут интересны", 1
"Мне нравится здесь работать, и я открыт для внутренних переводов", 1
"Я бы с удовольствием остался, если будут подходящие возможности для роста", 1
"Если появится интересная роль, я с радостью останусь в компании", 1
"Я люблю свою работу и не против остаться, если будут подходящие условия", 1
"Я открыто смотрю на новые возможности, включая переводы внутри компании", 1
"Если предложат интересный проект, я с радостью останусь", 1
"Я был бы рад рассмотреть возможность остаться, если появится интересная вакансия", 1
"Мне нравится работа в этой компании, и я открыт к возможностям остаться", 1
"Если появится новая интересная роль, я с удовольствием останусь", 1
"Я ценю свою команду и не против остаться, если будут подходящие предложения", 1
"Я готов рассмотреть варианты остаться, если они будут интересны", 1
"Я люблю свою работу и был бы рад остаться, если появится возможность", 1
"Если появится подходящее предложение, я с удовольствием останусь в компании", 1
"Я открыт для новых возможностей, включая возможность остаться здесь", 1
"Я был бы рад рассмотреть возможность перевода, если она появится", 1
"Мне нравится работать здесь, и я открыт для обсуждения вариантов остаться", 1
"Если предложат интересный проект, я с радостью останусь в компании", 1
"Я готов остаться, если будет возможность развиваться в интересной роли", 1
"Я рассматриваю возможность остаться в компании, если появится подходящая вакансия", 1
"Мне нравится работать с этой командой, и я был бы рад остаться", 1
"Если будет возможность остаться, я с удовольствием ее рассмотрю", 1
"Я открыто рассматриваю различные варианты, включая остаться в компании", 1
"Если предложат интересную позицию, я с радостью останусь", 1
"Мне нравится здесь работать, и я буду рад остаться при подходящих условиях", 1
"Я готов обсудить варианты перевода внутри компании, если они будут интересны", 1
"Если появится новая роль, я с удовольствием рассмотрю возможность остаться", 1
"Я ценю компанию и не против остаться, если будет подходящая вакансия", 1
"Если предложат что-то интересное, я буду рад остаться", 1
"Я люблю свою команду и не против остаться, если появится возможность", 1
"Я открыт для обсуждения внутренних переводов и рад буду их рассмотреть", 1
"Мне нравится работать в этой компании, и я был бы рад остаться", 1
"Если появится интересная вакансия, я с удовольствием ее рассмотрю", 1
"Я рассматриваю разные варианты, включая возможность остаться в компании", 1
"Я готов остаться, если будет интересный проект", 1
"Мне нравится работа в этой компании, и я открыт к возможностям остаться", 1
"Если предложат подходящую роль, я с радостью останусь", 1
"Я ценю команду и буду рад остаться, если появится возможность", 1
"Я открыто рассматриваю варианты остаться, если они будут интересны", 1
"Если предложат интересный проект, я с удовольствием его рассмотрю", 1
"Я был бы рад остаться, если появится возможность развиваться", 1
"Я готов обсудить возможность остаться, если появится подходящая вакансия", 1
"Мне нравится здесь работать, и я открыт к новым предложениям", 1
"Если предложат интересную роль, я с радостью ее рассмотрю", 1
"Я готов рассмотреть варианты перевода внутри компании, если они появятся", 1
"Я ценю компанию и буду рад остаться при подходящих условиях", 1
"Мне нравится работа в этой команде, и я открыт к возможностям остаться", 1
"Если предложат что-то интересное, я буду рад рассмотреть возможность остаться", 1
"Я люблю свою работу и был бы рад остаться, если появится возможность", 1
"Если появится новая интересная вакансия, я с радостью ее рассмотрю", 1
"Я рассматриваю возможность остаться, если предложат подходящий проект", 1
"Я открыт для новых возможностей, включая возможность остаться здесь", 1
"Если предложат интересную вакансию, я с радостью останусь в компании", 1
"Мне нравится работать здесь, и я буду рад остаться при подходящих условиях", 1
"Я готов рассмотреть возможность остаться, если она появится", 1
"Если предложат интересный проект, я с удовольствием его рассмотрю", 1
"Я не планирую оставаться в компании, так как ищу новые возможности", 2
"Сейчас у меня есть четкое намерение уйти, поэтому я не рассматриваю оставление", 2
"Я не вижу для себя возможностей в компании и готов двигаться дальше", 2
"У меня есть другие предложения, и я не собираюсь оставаться здесь", 2
"Я принял решение покинуть компанию и не планирую возвращаться", 2
"Сейчас я стремлюсь к переменам и не вижу себя здесь", 2
"Я не заинтересован в оставлении, так как хочу развиваться в другой области", 2
"На данный момент я сосредоточен на поиске новой работы и не планирую оставаться", 2
"Я принял решение о смене работы и не вижу смысла оставаться здесь", 2
"Сейчас я не планирую оставаться в компании, так как хочу попробовать что-то новое", 2
"У меня есть планы на будущее, и они не связаны с этой компанией", 2
"Я готов уходить, и оставаться здесь не в моих планах", 2
"На данный момент я вижу себя вне компании", 2
"Я не вижу для себя перспектив в компании и готов двигаться дальше", 2
"Я принял решение уйти и не собираюсь оставаться здесь", 2
"Сейчас у меня есть другие планы, и я не собираюсь оставаться в компании", 2
"Я не рассматриваю возможность остаться, так как уже выбрал новый путь", 2
"Я не вижу смысла оставаться в компании", 2
"Сейчас я сосредоточен на поиске новых возможностей вне компании", 2
"Я готов покинуть компанию и не планирую возвращаться", 2
"На данный момент я не вижу для себя никаких причин оставаться здесь", 2
"Я не планирую оставаться, так как хочу развиваться в другом направлении", 2
"Я уже нашел другую работу и не собираюсь оставаться здесь", 2
"Сейчас я стремлюсь к переменам и не вижу себя в этой компании", 2
"Я не рассматриваю возможность остаться, так как принял решение о смене работы", 2
"На данный момент я ищу новую работу и не планирую оставаться в компании", 2
"Я был бы рад уйти, и оставаться здесь не в моих планах", 2
"Я не вижу для себя перспектив в этой компании и готов двигаться дальше", 2
"Сейчас у меня есть четкие намерения уйти, и оставаться здесь не имеет смысла", 2
"Я не заинтересован в возможности остаться", 2
"На данный момент я готов покинуть компанию и не вижу причин оставаться", 2
"Я не планирую оставаться в компании, так как хочу искать новые возможности", 2
"Я принял решение уйти и не рассматриваю возможности остаться", 2
"У меня есть другие предложения, и я не собираюсь оставаться в компании", 2
"Я не вижу для себя будущего в этой компании", 2
"Сейчас я сосредоточен на поиске новой работы", 2
"Я не планирую оставаться в компании, так как хочу попробовать себя в другой сфере", 2
"Я готов уйти и не собираюсь возвращаться", 2
"На данный момент я не вижу смысла оставаться здесь", 2
"Я не заинтересован в оставлении и планирую двигаться дальше", 2
"Сейчас у меня есть планы, которые не связаны с этой компанией", 2
"Я не рассматриваю возможность остаться, так как уже принял решение об уходе", 2
"Я не вижу для себя интересных возможностей здесь и готов двигаться дальше", 2
"На данный момент я сосредоточен на поиске новой работы", 2
"Я уже выбрал новый путь и не планирую оставаться здесь", 2
"Сейчас я не вижу причин оставаться в компании", 2
"Я готов покинуть компанию и не собираюсь рассматривать возможность остаться", 2
"Я не вижу для себя будущего в этой компании", 2
"На данный момент я хочу попробовать что-то новое и не планирую оставаться", 2
"Я не заинтересован в возможности остаться здесь", 2
"Я уже нашел другую работу и не собираюсь оставаться", 2
"Сейчас у меня есть четкие намерения уйти, и оставаться здесь не имеет смысла", 2
"Я принял решение о смене работы и не вижу причин оставаться здесь", 2
"На данный момент я не вижу смысла оставаться в компании", 2
"Я не рассматриваю возможность остаться, так как принял решение о смене работы", 2
"Я не планирую оставаться в компании, так как хочу искать новые возможности", 2
"Сейчас я стремлюсь к переменам и не вижу себя здесь", 2
"Я готов покинуть компанию и не собираюсь возвращаться", 2
"На данный момент я не вижу для себя никаких причин оставаться здесь", 2
"Я уже выбрал новый путь и не планирую оставаться здесь", 2
"Сейчас у меня есть другие планы, и я не собираюсь оставаться в компании", 2
"Я не заинтересован в возможности остаться", 2
"Я не вижу для себя перспектив в компании и готов двигаться дальше", 2
"Сейчас у меня есть четкие намерения уйти, и оставаться здесь не в моих планах", 2
"Я не планирую оставаться в компании, так как хочу попробовать себя в другой сфере", 2
"Я принял решение уйти и не рассматриваю возможности остаться", 2
"На данный момент я сосредоточен на поиске новой работы", 2
Надеюсь найти работу в отрасли,1
Может в будущем,0
Описано выше,0
"Если предложение по зар.плате будет выше, чем сейчас",1
"Рассматривала предложение о переводе, но не случилось. Причины мне не известны.",2
"Я хотела бы работать в Гринатоме, но не по направлению SAP BI.",1
На данный момент нет,0
"Удаленная работа в поддержке мне очень понравилась! Был период вдохновения и рвения. Когда казалось, что я даже самостоятельно классно разобралась в вопросах. Писала инструкции для новеньких, дабы облегчить им адаптацию, зная, что это непросто. Но к сожалению, перекинули с ЕИП на 1 линию, где непонятного очень много. Вторая линия затрудняется отвечать на поставленные вопросы пользователей, аналитики не всегда знают, как быть... И такие обращения требуют времени для решения. Требование 25 обращений такой сложности в день - не адекватно и убивает всякую мотивацию. Сделав даже 15 - ты мало стараешься...
Очень хочется попасть к адекватному руководству. В посильный режим работы.",2
В организации нет такой возможности,2
"в настоящий момент хочется именно попробовать себя в той отрасли, в которую я планирую переход",1
При трудойстройстве моей супруги,0
Руководство компании не обращает никакого внимания на массовое увольнение опытных сотрудников из-за действий определенных руководителей.,2
Желание работать есть или в компании или отрасли,1
"Работа в отрасли понятна, хотела бы остаться в отрасли.",1
"Уже дал согласие в другое место, но не исключено, что вернусь в отрасль",1
В город куда я переезжаю не отрасли,2
Я уже приглашена во внешнюю компанию,1
В настоящий момент нет.,0
"У меня стажа 44 года, поэтому о каких переходах может идти речь.",2
"В данный момент нет, т.к. уже получил оффер от другого работодателя",0
"Если ЗП будет от 70 000, я могу остаться",1
интересует работа по специальности (юриспруденция),1
Если существенно сменится в лучшую сторону финансовая политика компании готов вернуться.,1
"Я рассматривал возможность остаться в компании год назад. В данный момент пройдены конкурсные процедуры на должность в Политехническом университете, поэтому на данный момент возможности остаться в компании уже нет.",0
"да, я хотела бы остаться в отрасли, например, в ГК в управлении методологии или инвестиционном управлении, в отделе управления непрофильными активами: там больше возможностей для реализации своих умений и потенциала (т.к. у меня за плечами опыт внешнего аудитора - я имею аттестат аудитора, опыт работы главным бухгалтером, опыт в бизнес-анализе и оценке компаний due diligence, опыт использования на практике 1С и excel)",1
На текущий момент нет предложений чтобы остаться в отрасли,0
"Все течет, все меняется, не исключаю, что попрошусь в Росатом обратно.",1
"В данный момент не имею возможности работать в офисном режиме, с высокой интенсивностью в связи с необходимостью обеспечения ухода за детьми и пожилыми родственниками.",2
Возможно позже вернусь,1
...мог бы рассмотреть возможность работы на новых отраслевых объектах.,1
"Меня приласили друзья на другую вакансию и я им уже обещал, что приду. Подвести друзей будет неправильно.",1
"Мне не дали перевестись, так как работник текущей организации.",2
На данный момент уже подобрано новое место работы.,0
"Итак более 11 лет в данной госкорпорации, с меня хватит!",2
остаться внутри отрасли ,1
"Сообщила начальнику о своих проблемах и желании уволиться два месяца назад, никаких предложений не было. Сейчас уже нашла другую вакансию и обещала выйти с июля, поэтому переход внутри отрасли больше не актуален",2
120000р/мес,1
"После окончания университета МИСИС, рассмотрел бы работу в Полярном Литии",1
"Переезжаю в другой город, к сожалению там нет филиала АО "" Атомэнергопроект"" ",2
"Да, рассматриваю работу в отрасли ",1
"На текущий момент нет, нашла хорошую работу вне отрасли ",0
"перевестись внутри отрасли рассматриваю, остаться в компании нет.",1
Перевожусь в организацию отрасли,1
"Руководящая должность в направлениях ""аддитивные технологии"" или ""технологии композитов"" ",1
"Если бы отпуск за свой счет был согласован хотя бы на 14 дней, то я бы не увольнялась.",1
через некоторое время (2-3 месяца),0
"Да, при условии смены организации.",1
Планирую набраться опыта и со временем вернуться,1
Рассматриваю работу в IT-направлении. В 2023 году успешно прошел предстажировку в Гринатом. Занимаюсь веб-разработкой. Ищу работу в этом направлении,1
"рассматривал возможность остаться в компании, но не получил предложение по уровню ЗП, которое дают в другой компании.",2
Остаёмся по совместительству для поддержания ИС.,1
Рассмотрю только перевод в центральный офис,1
"Принял для себя решение, что мне не подходит взаимодействие с гос. корпорацией. Слишком много бюрократии и документирования.",2
Возможно удаленная работа. Не могу уехать из-за проблем со здоровьем моей дочери. Готова к обучению. Рассматриваю возможноть смены направления деятельности.,1
На руководящую должность где меня не будут ограничивать в работе,1
При существенном увеличении заработной платы готов рассмотреть возможность остаться в компании.,1
город Балаково,0
"При должной заработной плате, возможно перевёлся бы внутри отрасли.",1
После прохождения лечения по месту жительства,0
На данный момент не рассматриваю.,0
Только если мне одним днем изменят функциональные обязанности. Ждать даже пару месяцев желания уже нет.,2
На данный момент требуется справиться со стрессом,0
"К сожалению, в компании мне не смогут предложить те трудовые условия, которые предложил другой работодатель.",2
"Объективно понимаю, что предложить такой же уровень заработной платы не смогут даже на уровне руководителя",2
при достойном уровне заработной платы,1
Предложений не поступало.,0
Да подал свое резюме на АКУЮ ,1
"Готова рассматривать варианты в отрасли, но к переезду из города пока не готова.
При наличии схожих условий и функционала готова рассматривать варианты в Санкт-Петербурге и Обнинске.",1
На данный момент нет.,0
"Готов вернутся, после определенного времени.",1
В данный момент я настроен продолжать обучение по специальности и не смогу совмещать учебу с работой.,0
Готова в Санкт-Петербурге.,1
"Руководители позволяют себе нецензурные выражения в обращениях к сотрудникам, отношение к человеку как к сотруднику/специалисту отвратительное, сотрудник не имеет права на личное время, выходные, полное уничижение моральных и правовых норм.",2
"На данный момент нет. Аналоги типа Цифрум, судя по отзывам все еще более грустно, а со стороны заказчиков отрасли сильное потребительское отношение на грани перехода с деловой этики на выяснение отношений. Нельзя потостоянно работать в состоянии услужения.",2
"В данный момент, сложно сказать. Но в будущем все возможное, мы не знаем, что нас ждет.
Главное, чтобы компания, нормально к этому относилась и готова была принять.  ",0
Когда моя помощь товарищу больше не будет нужна.,0
только не в ГСПИ,2
При наличии компании в городе проживания,1
"Да, в случае если предложат зп хотя бы приближенную к той, что мне предложили (+-5-7 тыс. руб.) + должность выше",1
"В нормальных регионах внутри отрасли слишком низкий уровень оплаты труда и слишком высокий уровень бюрократии, в сравнении с другими аналогичными должностями вне отрасли.",2
"Вариант был, но из-за бюрократии Гринатом не смог предоставить гарантии по возможности...",2
"Остаюсь в неизменном расположении как к атомной отрасли в целом, так и к АО ""Гринатом"" как к работодателю. Безмерно рад был бы остаться и в отрасли, и в числе сотрудников АО ""Гринатома"" при одном единственном условии - прекращение работы в команде ЕОС-Договор.",1
перевод внутри организации в другой отдел ,1
"Руководители не отпустили в коридор, не отпустили в другое подразделение",2
-,0
"Такой вариант был приритетным, но сейчас уже нашла работу вне отрасли",0
Возможно позднее буду рассматривать вакансии в отрасли,1
"Не исключаю, возвращение в отрасль со временем.",1
"Не отрасль не удовлетворяет, а условия.",2
"В случае поднятия зп, с большим удовольствием останусь работать в компании. Я очнь люблю свою работу и коллектив.",1
"При наличии предложений по условиям, соответствующим предыдущим пунктам, готов с радостью вернуться в отрасль",1
открыт к обсуждению,0
не хочу работать на плутониевом производстве,2
но по профильному образованию не подхохожу,2
"После того, как начали вести расчеты по договорам биллинга и с каждым годом объем увеличивается, нет желания оставаться в компании.",2
"Я ухожу работать в одно из предприятий Росатома. Мой непосредственный руководитель согласовал перевод внутри отрасли, однако, начальник СУП не подписала мое заявление на увольнение переводом внутри отрасли, отказалась взаимодействовать с принимающей стороной,  предложила мне уволиться по собственному желанию. Затем, начальник СУП предложила компромисс - отработать на предприятии до тех пор, пока не найдут замену на мое место. Второй вариант мне не подошел, поэтому я согласилась на первый предложенный вариант - уволиться по собственному желанию. Поэтому, я остаюсь в отрасли, хотя отметила в анкете уход ""во вне"" по причине несостоявшегося перевода внутри отрасли.",2
В данный момент - нет,0
на данный момент принято предложение вне отрасли,0
"Низкий уровень зарплаты в Гринатоме, причина ухода.",2
"Ранее рассматривала, сейчас уже нет.",0
"Для меня интереснее работа ближе к периферии контура, но за его пределами",0
"Да, перевужусь в другую компанию внутри отрасли",1
"Когда снимут неэффективное и непорядочное руководство, готова работать на благо страны и в этой отрасли",1
"Рассматривала, но вариантов подходящих нет",0
Скорее перевод внутри отрасли.,0
"Да, я бы хотела остаться в периметре Росатома, если бы была такая возможность, мне понравилось работать в АО ""ЦПТИ"".",1
перевод в другой отдел,0
Если есть такая возможность и подходящая вакансия - да!,1
Резюме направлено в компанию отрасли РЕНЕРА,1
"Если условия труда устроят. Повышение не более, чем на 20% (или 30%) при переходе внутри компании или отрасли - до сих пор непонятная для меня глупость. Человек извне может получить предложение в отрасли более выгодное, чем человек, работающий в отрасли, при этом уровень квалификации будет одинаковый. Это искусственный тормоз.",2
Готов вернуться в отрасль к более адекватному ДКПР,1
На данный момент нет.,0
"В микроэлектронике - останусь, в Кванте - нет.",0
При гибридном или удаленном графике,0
"Отношусь крайне положительно как к компании, так и к отрасли в целом. Хотел бы продолжить карьеру.",1
Уже нашел другую команию.,0
"Интересно патентование, а на него действует мораторий",0
"В моей жизненной ситуации, мне требуется денежное вознагрождение за мою трудовую деятельность не менее 90000 рублей на руки.",2
"Единственный филиал (обхект), который мог бы заинтересовать - это ПАКШ",0
"Хотелось бы, чтобы был ответ - не знаю.",0
"Уровень заработной платы в 1.5 и более раз ниже чем вне отрасли, но высшее руководство этого упорно не замечает.",2
На данный момент нет подходящей вакансии,0
Учиться буду в другом городе,0
"хотела перевестись в другое подразделение, на свободное место, но получила отказ руководителя химического цеха",2
Открыт к любым форматам взаимодействия,1
В данный момент хочу получить опыт работы в других организациях,0
я готов вернуться в АО АСЭ,1
пока не готова к перезду,0
"Предполагаю, что условия работы приблизительно одинаковы на производстве, за исключением работы в КУ. Перевод на вакантное место в КУ, возможно, рассматривал бы",1
"Да, имею несколько предложений и рассматриваю их",1
"Да рассматриваю, но не смог так быстро найти для себя подходящую вакансию в отрасли.",1
Да возможно я еще вернусь в отрасль через пару лет,1
Я рассматривал ранее возможность перевода внутри отрасли,1
Потребительское отношение к персоналу как к расходному материалу .,2
Nikolay5472989,0
"Рассматривала бы такую возможность, если смогла бы найти подходящую мне вакансию",1
"Нет смысла работать в отрасли, в которой персонал на должности часто назначается по знакомству или родственным связям, а профессиональный/карьерный рост превращен в фикцию и показуху. Особенно это касается балаковской АЭС и Ростовской АЭС. Отвратительное отношение самоназванной ""элиты"" указанных АЭС к персоналу подрядных организаций.",2
"Да, но в пределах МКАД и с ЗП 200+",1
"Мне нравится отрасль и вариант вернуться обратно в дивизион или др компанию Госкорпорации не исключаю. От варианта ближе к дому, с интересным функционалом, современным коллективом, хорошими условиями труда и отсутствием надуманного официоза не отказалась бы:-) ",1
"Могла бы, но боюсь пока нет такого направления внутри организации",0
"Я конечно же готов продолжать работать с компанией, в том числе внутри отрасли, т.к., в целом, разделяю её ценности и имел только положительный опыт взаимодействия.",1
"Я остаюсь. После диалога с начальством и коллегами в коллективе в доверительной и дружеской атмосфере, я смогла решить мои волнующие меня вопросы для комфортной работы в компании",1
"Через 2 - 3 месяца буду рад любой работе в АО""РАСУ"" ",1
Мне не предлагали остаться в компании/перевестись внутри отрасли,0
на данный момент получила интересное предложение в другой отрасли,0
При возможности удаленного формата работы.,0
"моя специализация довольно узка, применение вне нынешнего места работы может быть только на рабочих площадках, но это мне не интересно",0
Компания оказывает услуги поддержке ПО вендеров. Здесь нет нормальной разработки ПО. В этом я убедился при поиске работы(многие компании с гордостью показывают Росатом и дочернии организации как постоянных клиентов в приобретении ПО ) ,2
"Внутри отрасли рассматриваю, необходимо время ""обнулиться"" (21 год работы в отрасли не отпускают)",1
"Рассматриваю вариант перевестись внутри отрасли, но не рассматриваю вариант остаться работать в АО ""СХК"" ",0
см следующий ответ,0
Не исключаются варианты в будущем вернуться в отрасль. Сейчас необходимо время на решение личных и семейных проблем.,1
"готова вернутся на интересный проект, с обязанностями в которых я максимально буду полезна компании",1
"Нет только потому, что имею на руках оффер другой компании. Так бы перевёлся, если бы была подходящая вакансия.",0
"если передложат, хотя врядли предложат, везде необходимо знакомство и блат и тд ит п.",2
"Хотела бы остаться в компании, но нахожусь на испытательном сроке. Компания не даёт возможность перевода в другое подразделение, поступают только предложения уволиться оставив семью не полного состава без работы! ",2
"На сегодняшний день - нет, но на будущее вполне да.",1
"Если бы предложили какое либо место до момента моего увольнения остался бы, но на данный момент я уже нашел работу.",0
Может быть когда-нибудь,0
В данный момент нет.,0
РАСУ необходимо развивать реальные и практические компетенции архитектора и интегратора АСУ ТП. Необходимо ,2
"За 2 недели от руководства не было обратной связи и не поступило никаких предложений, поэтому только утвердился в правильности своего решения.",0
"Может быть позднее решу вернуться, но пока хочу поработать в других направлениях",0
Отрасль обманывает.,2
"«Укажите причины, по которым Вы не хотите остаться в отрасли». Это нужно для того, чтобы сохранить структуру файла.",0
"На данный момент, нет",0
"Карьерный портал используется только для размещения объявлений. На отклики отвечают еденицы, в основном отклик висит пока вакансия не перейдет в разряд архивных.",2
"Бюрократия, особенно проведение закупок. Перекладывание ответственности.",2
нет комментариев.,0
"На данный момент нет, так как получил оффер от компании из вне",0
Уже согласилась на работу в другой компании,0
- ,0
"Варианты всегда можно найти. Я подходил к руководству в середине августа. За почти 2 мес никаких вариантов мне не было предложено. Получается, что заинтересованности руководства меня удержать внутри компании/отрасли нет.",0
"Да, хотелось бы остаться или перевестись внутри отрасли, но в момент получения предложения о работе от другого работодателя и написании заявления на увольнение, увы, пути назад нет.",1
Мне никаких предложений не поступало.,0
"Да, возможно, я бы остался в компании, если бы...",1
"Я открыт к предложениям, но пока не уверен.",0
"Не исключаю, что в будущем я вернусь в отрасль.",1
"Если бы условия были более благоприятны, я бы рассмотрел этот вариант.",1
Всегда приятно оставаться в ознакомленной среде.,1
"При наличии подходящей вакансии, я бы остался.",1
"Рассматриваю все варианты, включая и переход внутрь отрасли.",1
Не исключаю переход в другую компанию внутри отрасли.,1
"В зависимости от предложения, возможно, я бы остался.",1
"Если условия будут лучше, чем сейчас, я бы остался.",1
"Если бы была возможность развиваться внутри отрасли, я бы остался.",1
"Пока не решил, но открыт к предложениям.",1
Рассматриваю варианты перевода внутри отрасли.,1
"Если бы была возможность работать удаленно, я бы остался.",1
Я готов обсудить возможности перевода внутри отрасли.,1
"Возможно, я вернусь в отрасль в будущем.",1
Я готов рассмотреть вакансии внутри отрасли.,1
Я не исключаю возможность перехода в другую компанию внутри отрасли.,1
При наличии интересного проекта я бы остался.,1
При более выгодных условиях я бы остался.,1
Я готов рассмотреть предложения о переводе внутри отрасли.,0
"Если бы была возможность получать более высокую зарплату, я бы остался.",1
"Если бы условия работы были более комфортными, я бы остался.",1
"Если бы у меня была возможность работать с более интересной командой, я бы остался.",1
Я открыт для предложений о переводе внутри отрасли.,0
"Если бы была возможность работать над более интересными проектами, я бы остался.",1
Я не исключаю возможности перехода в другую организацию внутри отрасли.,0
"Если бы была возможность получать более высокую зарплату и иметь более гибкий график работы, я бы остался.",1
"Я готов рассмотреть вакансии внутри отрасли, если они будут соответствовать моим требованиям.",0
"Я готов рассмотреть вакансии внутри отрасли, но только при условии более высокой зарплаты и более интересных задач.",1
"Нет, у меня уже есть другие планы.",2
"Нет, я хочу сменить отрасль.",2
"Нет, я не вижу себя в этой компании.",2
"Нет, я уже нашел другую работу.",2
"Нет, у меня есть более интересное предложение.",2
"Нет, я не верю в будущее этой компании.",2
"Нет, я не уверен, что могу оставаться в этой отрасли.",2
"Нет, я хочу попробовать себя в чем-то новом.",2
"Нет, я не вижу себя в этой отрасли.",2
"Нет, я уже принял решение уйти.",2
"Нет, меня не устраивают условия работы в этой отрасли.",2
"Нет, у меня есть личная причина, по которой я не могу остаться.",2
"Нет, я уже нашел другую работу, которая более соответствует моим целям.",2
"Нет, я не вижу перспектив для себя в этой отрасли.",2
"Нет, меня не устраивает корпоративная культура этой отрасли.",2
"Нет, я не хочу работать в этой компании больше.",2
"Нет, я уже решил сменить сферу деятельности.",2
"Нет, у меня есть более выгодное предложение от другой компании.",2
"Нет, у меня есть личные обстоятельства, которые не позволяют мне остаться.",2
"Нет, я не верю, что я могу реализовать свой потенциал в этой отрасли.",2
"Да, но только при условии более высокой зарплаты.",1
"Да, но только если будет возможность работать удаленно.",1
"Да, но только если будет предложена более интересная должность.",1
"Да, но только если улучшатся условия работы.",1
"Да, но только если изменится корпоративная культура компании.",1
"Да, но только если будут предложены программы обучения и развития.",1
"Да, но только если у меня будет возможность реализовать свой потенциал.",1
"Да, но только если будет предложена более комфортная атмосфера в коллективе.",1
"Да, но только если будет предложена более справедливая система оценки и премирования.",1
